timestamp,load_kWh,pv_kWh,price_KRW_per_kWh,load_kW,pv_kW,season,academic_status,is_weekend,temp_C
2025-01-02 22:00:00,1005.366,0.0,150.0,1005.366,0.0,winter,vacation,0,11.405
2025-01-02 23:00:00,921.119,0.0,85.0,921.119,0.0,winter,vacation,0,10.968
2025-01-03 00:00:00,830.76,0.0,85.0,830.76,0.0,winter,vacation,0,12.506
2025-01-03 01:00:00,959.598,0.0,85.0,959.598,0.0,winter,vacation,0,13.149
2025-01-03 02:00:00,1003.982,0.0,85.0,1003.982,0.0,winter,vacation,0,9.286
2025-01-03 03:00:00,1203.066,0.0,85.0,1203.066,0.0,winter,vacation,0,6.781
2025-01-03 04:00:00,1171.313,0.0,85.0,1171.313,0.0,winter,vacation,0,5.976
2025-01-03 05:00:00,1207.238,0.0,85.0,1207.238,0.0,winter,vacation,0,5.349
2025-01-03 06:00:00,1111.946,0.0,85.0,1111.946,0.0,winter,vacation,0,8.347
2025-01-03 07:00:00,1234.048,0.0,85.0,1234.048,0.0,winter,vacation,0,8.098
2025-01-03 08:00:00,1220.452,0.0,150.0,1220.452,0.0,winter,vacation,0,10.387
2025-01-03 09:00:00,1514.684,0.0,150.0,1514.684,0.0,winter,vacation,0,8.527
2025-01-03 10:00:00,1977.857,0.0,210.0,1977.857,0.0,winter,vacation,0,4.131
2025-01-03 11:00:00,1654.493,0.0,210.0,1654.493,0.0,winter,vacation,0,11.16
2025-01-03 12:00:00,1588.264,0.0,210.0,1588.264,0.0,winter,vacation,0,12.14
2025-01-03 13:00:00,1809.412,0.0,150.0,1809.412,0.0,winter,vacation,0,6.775
2025-01-03 14:00:00,1564.079,0.0,150.0,1564.079,0.0,winter,vacation,0,13.426
2025-01-03 15:00:00,1466.925,0.0,150.0,1466.925,0.0,winter,vacation,0,11.502
2025-01-03 16:00:00,1288.019,0.0,150.0,1288.019,0.0,winter,vacation,0,9.949
2025-01-03 17:00:00,1266.514,0.0,210.0,1266.514,0.0,winter,vacation,0,13.59
2025-01-03 18:00:00,1006.411,0.0,210.0,1006.411,0.0,winter,vacation,0,17.022
2025-01-03 19:00:00,1131.698,0.0,210.0,1131.698,0.0,winter,vacation,0,12.949
2025-01-03 20:00:00,1052.503,0.0,210.0,1052.503,0.0,winter,vacation,0,15.318
2025-01-03 21:00:00,1131.902,0.0,150.0,1131.902,0.0,winter,vacation,0,13.53
2025-01-03 22:00:00,858.846,0.0,150.0,858.846,0.0,winter,vacation,0,13.623
2025-01-03 23:00:00,1040.969,0.0,85.0,1040.969,0.0,winter,vacation,0,11.791
2025-01-04 00:00:00,821.097,0.0,85.0,821.097,0.0,winter,vacation,1,14.148
2025-01-04 01:00:00,892.441,0.0,85.0,892.441,0.0,winter,vacation,1,8.611
2025-01-04 02:00:00,810.842,0.0,85.0,810.842,0.0,winter,vacation,1,10.57
2025-01-04 03:00:00,923.948,0.0,85.0,923.948,0.0,winter,vacation,1,8.484
2025-01-04 04:00:00,1073.472,0.0,85.0,1073.472,0.0,winter,vacation,1,7.974
2025-01-04 05:00:00,1022.696,0.0,85.0,1022.696,0.0,winter,vacation,1,9.119
2025-01-04 06:00:00,1040.715,0.0,85.0,1040.715,0.0,winter,vacation,1,5.31
2025-01-04 07:00:00,1160.19,0.0,85.0,1160.19,0.0,winter,vacation,1,6.305
2025-01-04 08:00:00,1320.89,0.0,150.0,1320.89,0.0,winter,vacation,1,6.0
2025-01-04 09:00:00,1380.058,0.0,150.0,1380.058,0.0,winter,vacation,1,7.189
2025-01-04 10:00:00,1480.024,0.0,210.0,1480.024,0.0,winter,vacation,1,7.961
2025-01-04 11:00:00,1545.168,0.0,210.0,1545.168,0.0,winter,vacation,1,6.505
2025-01-04 12:00:00,1547.944,0.0,210.0,1547.944,0.0,winter,vacation,1,4.164
2025-01-04 13:00:00,1343.955,0.0,150.0,1343.955,0.0,winter,vacation,1,8.68
2025-01-04 14:00:00,1163.135,0.0,150.0,1163.135,0.0,winter,vacation,1,13.857
2025-01-04 15:00:00,1265.491,0.0,150.0,1265.491,0.0,winter,vacation,1,9.984
2025-01-04 16:00:00,1159.595,0.0,150.0,1159.595,0.0,winter,vacation,1,10.429
2025-01-04 17:00:00,1172.618,0.0,210.0,1172.618,0.0,winter,vacation,1,10.756
2025-01-04 18:00:00,1002.323,0.0,210.0,1002.323,0.0,winter,vacation,1,15.743
2025-01-04 19:00:00,1040.927,0.0,210.0,1040.927,0.0,winter,vacation,1,12.587
2025-01-04 20:00:00,909.991,0.0,210.0,909.991,0.0,winter,vacation,1,15.25
2025-01-04 21:00:00,938.818,0.0,150.0,938.818,0.0,winter,vacation,1,12.763
2025-01-04 22:00:00,859.606,0.0,150.0,859.606,0.0,winter,vacation,1,12.55
2025-01-04 23:00:00,1115.793,0.0,85.0,1115.793,0.0,winter,vacation,1,6.452
2025-01-05 00:00:00,875.783,0.0,85.0,875.783,0.0,winter,vacation,1,11.026
2025-01-05 01:00:00,881.944,0.0,85.0,881.944,0.0,winter,vacation,1,11.963
2025-01-05 02:00:00,987.561,0.0,85.0,987.561,0.0,winter,vacation,1,7.768
2025-01-05 03:00:00,947.27,0.0,85.0,947.27,0.0,winter,vacation,1,13.421
2025-01-05 04:00:00,1090.978,0.0,85.0,1090.978,0.0,winter,vacation,1,8.122
2025-01-05 05:00:00,1043.102,0.0,85.0,1043.102,0.0,winter,vacation,1,7.547
2025-01-05 06:00:00,1155.459,0.0,85.0,1155.459,0.0,winter,vacation,1,6.243
2025-01-05 07:00:00,1268.824,0.0,85.0,1268.824,0.0,winter,vacation,1,3.275
2025-01-05 08:00:00,1308.576,0.0,150.0,1308.576,0.0,winter,vacation,1,3.23
2025-01-05 09:00:00,1488.337,0.0,150.0,1488.337,0.0,winter,vacation,1,5.769
2025-01-05 10:00:00,1423.913,0.0,210.0,1423.913,0.0,winter,vacation,1,7.836
2025-01-05 11:00:00,1503.431,0.0,210.0,1503.431,0.0,winter,vacation,1,7.11
2025-01-05 12:00:00,1487.726,0.0,210.0,1487.726,0.0,winter,vacation,1,6.469
2025-01-05 13:00:00,1406.931,0.0,150.0,1406.931,0.0,winter,vacation,1,9.552
2025-01-05 14:00:00,1484.438,0.0,150.0,1484.438,0.0,winter,vacation,1,5.707
2025-01-05 15:00:00,1104.826,0.0,150.0,1104.826,0.0,winter,vacation,1,10.196
2025-01-05 16:00:00,1134.829,0.0,150.0,1134.829,0.0,winter,vacation,1,13.102
2025-01-05 17:00:00,834.341,0.0,210.0,834.341,0.0,winter,vacation,1,16.614
2025-01-05 18:00:00,976.558,0.0,210.0,976.558,0.0,winter,vacation,1,13.631
2025-01-05 19:00:00,865.173,0.0,210.0,865.173,0.0,winter,vacation,1,12.034
2025-01-05 20:00:00,782.36,0.0,210.0,782.36,0.0,winter,vacation,1,13.948
2025-01-05 21:00:00,925.745,0.0,150.0,925.745,0.0,winter,vacation,1,13.24
2025-01-05 22:00:00,954.182,0.0,150.0,954.182,0.0,winter,vacation,1,10.266
2025-01-05 23:00:00,907.709,0.0,85.0,907.709,0.0,winter,vacation,1,10.034
2025-01-06 00:00:00,898.243,0.0,85.0,898.243,0.0,winter,vacation,0,13.043
2025-01-06 01:00:00,1061.287,0.0,85.0,1061.287,0.0,winter,vacation,0,11.802
2025-01-06 02:00:00,1191.16,0.0,85.0,1191.16,0.0,winter,vacation,0,9.212
2025-01-06 03:00:00,1072.126,0.0,85.0,1072.126,0.0,winter,vacation,0,7.946
2025-01-06 04:00:00,1176.916,0.0,85.0,1176.916,0.0,winter,vacation,0,4.454
2025-01-06 05:00:00,1097.05,0.0,85.0,1097.05,0.0,winter,vacation,0,6.813
2025-01-06 06:00:00,1344.178,0.0,85.0,1344.178,0.0,winter,vacation,0,0.576
2025-01-06 07:00:00,1409.193,0.0,85.0,1409.193,0.0,winter,vacation,0,3.707
2025-01-06 08:00:00,1442.241,0.0,150.0,1442.241,0.0,winter,vacation,0,5.337
2025-01-06 09:00:00,1621.537,0.0,150.0,1621.537,0.0,winter,vacation,0,6.84
2025-01-06 10:00:00,1647.616,0.0,210.0,1647.616,0.0,winter,vacation,0,9.934
2025-01-06 11:00:00,1831.337,0.0,210.0,1831.337,0.0,winter,vacation,0,7.774
2025-01-06 12:00:00,1878.432,0.0,210.0,1878.432,0.0,winter,vacation,0,6.829
2025-01-06 13:00:00,1658.84,0.0,150.0,1658.84,0.0,winter,vacation,0,11.782
2025-01-06 14:00:00,1545.328,0.0,150.0,1545.328,0.0,winter,vacation,0,11.002
2025-01-06 15:00:00,1447.625,0.0,150.0,1447.625,0.0,winter,vacation,0,11.435
2025-01-06 16:00:00,1268.281,0.0,150.0,1268.281,0.0,winter,vacation,0,15.137
2025-01-06 17:00:00,1028.916,0.0,210.0,1028.916,0.0,winter,vacation,0,15.685
2025-01-06 18:00:00,1102.468,0.0,210.0,1102.468,0.0,winter,vacation,0,13.108
2025-01-06 19:00:00,1122.575,0.0,210.0,1122.575,0.0,winter,vacation,0,13.28
2025-01-06 20:00:00,983.207,0.0,210.0,983.207,0.0,winter,vacation,0,14.793
2025-01-06 21:00:00,1006.196,0.0,150.0,1006.196,0.0,winter,vacation,0,13.048
2025-01-06 22:00:00,791.908,0.0,150.0,791.908,0.0,winter,vacation,0,15.643
2025-01-06 23:00:00,1054.178,0.0,85.0,1054.178,0.0,winter,vacation,0,10.658
2025-01-07 00:00:00,987.629,0.0,85.0,987.629,0.0,winter,vacation,0,12.078
2025-01-07 01:00:00,1030.828,0.0,85.0,1030.828,0.0,winter,vacation,0,9.396
2025-01-07 02:00:00,1073.633,0.0,85.0,1073.633,0.0,winter,vacation,0,5.844
2025-01-07 03:00:00,1026.77,0.0,85.0,1026.77,0.0,winter,vacation,0,9.641
2025-01-07 04:00:00,1163.946,0.0,85.0,1163.946,0.0,winter,vacation,0,5.674
2025-01-07 05:00:00,1180.627,0.0,85.0,1180.627,0.0,winter,vacation,0,8.516
2025-01-07 06:00:00,1108.97,0.0,85.0,1108.97,0.0,winter,vacation,0,6.382
2025-01-07 07:00:00,1345.722,0.0,85.0,1345.722,0.0,winter,vacation,0,4.741
2025-01-07 08:00:00,1444.018,0.0,150.0,1444.018,0.0,winter,vacation,0,5.974
2025-01-07 09:00:00,1691.114,0.0,150.0,1691.114,0.0,winter,vacation,0,3.832
2025-01-07 10:00:00,1862.473,0.0,210.0,1862.473,0.0,winter,vacation,0,6.13
2025-01-07 11:00:00,1975.906,0.0,210.0,1975.906,0.0,winter,vacation,0,5.436
2025-01-07 12:00:00,1771.476,0.0,210.0,1771.476,0.0,winter,vacation,0,8.007
2025-01-07 13:00:00,1552.859,0.0,150.0,1552.859,0.0,winter,vacation,0,10.637
2025-01-07 14:00:00,1438.615,0.0,150.0,1438.615,0.0,winter,vacation,0,10.677
2025-01-07 15:00:00,1538.985,0.0,150.0,1538.985,0.0,winter,vacation,0,10.656
2025-01-07 16:00:00,1513.078,0.0,150.0,1513.078,0.0,winter,vacation,0,8.007
2025-01-07 17:00:00,985.865,0.0,210.0,985.865,0.0,winter,vacation,0,14.155
2025-01-07 18:00:00,1317.442,0.0,210.0,1317.442,0.0,winter,vacation,0,10.96
2025-01-07 19:00:00,1135.39,0.0,210.0,1135.39,0.0,winter,vacation,0,14.169
2025-01-07 20:00:00,1458.023,0.0,210.0,1458.023,0.0,winter,vacation,0,6.684
2025-01-07 21:00:00,1040.007,0.0,150.0,1040.007,0.0,winter,vacation,0,12.931
2025-01-07 22:00:00,990.569,0.0,150.0,990.569,0.0,winter,vacation,0,13.383
2025-01-07 23:00:00,1085.879,0.0,85.0,1085.879,0.0,winter,vacation,0,10.413
2025-01-08 00:00:00,1037.913,0.0,85.0,1037.913,0.0,winter,vacation,0,9.833
2025-01-08 01:00:00,930.928,0.0,85.0,930.928,0.0,winter,vacation,0,11.205
2025-01-08 02:00:00,1161.653,0.0,85.0,1161.653,0.0,winter,vacation,0,8.004
2025-01-08 03:00:00,1150.809,0.0,85.0,1150.809,0.0,winter,vacation,0,6.959
2025-01-08 04:00:00,1231.794,0.0,85.0,1231.794,0.0,winter,vacation,0,5.25
2025-01-08 05:00:00,1178.93,0.0,85.0,1178.93,0.0,winter,vacation,0,7.337
2025-01-08 06:00:00,1402.73,0.0,85.0,1402.73,0.0,winter,vacation,0,1.659
2025-01-08 07:00:00,1281.523,0.0,85.0,1281.523,0.0,winter,vacation,0,5.355
2025-01-08 08:00:00,1439.361,0.0,150.0,1439.361,0.0,winter,vacation,0,6.755
2025-01-08 09:00:00,1697.439,0.0,150.0,1697.439,0.0,winter,vacation,0,4.485
2025-01-08 10:00:00,1884.115,0.0,210.0,1884.115,0.0,winter,vacation,0,6.454
2025-01-08 11:00:00,1820.15,0.0,210.0,1820.15,0.0,winter,vacation,0,7.04
2025-01-08 12:00:00,1700.468,0.0,210.0,1700.468,0.0,winter,vacation,0,9.036
2025-01-08 13:00:00,1557.465,0.0,150.0,1557.465,0.0,winter,vacation,0,11.051
2025-01-08 14:00:00,1413.578,0.0,150.0,1413.578,0.0,winter,vacation,0,12.261
2025-01-08 15:00:00,1403.503,0.0,150.0,1403.503,0.0,winter,vacation,0,12.365
2025-01-08 16:00:00,1154.451,0.0,150.0,1154.451,0.0,winter,vacation,0,15.002
2025-01-08 17:00:00,1319.795,0.0,210.0,1319.795,0.0,winter,vacation,0,13.226
2025-01-08 18:00:00,1354.703,0.0,210.0,1354.703,0.0,winter,vacation,0,8.003
2025-01-08 19:00:00,1202.732,0.0,210.0,1202.732,0.0,winter,vacation,0,12.414
2025-01-08 20:00:00,1133.071,0.0,210.0,1133.071,0.0,winter,vacation,0,12.811
2025-01-08 21:00:00,1225.407,0.0,150.0,1225.407,0.0,winter,vacation,0,11.12
2025-01-08 22:00:00,1024.24,0.0,150.0,1024.24,0.0,winter,vacation,0,11.901
2025-01-08 23:00:00,983.755,0.0,85.0,983.755,0.0,winter,vacation,0,11.139
2025-01-09 00:00:00,989.141,0.0,85.0,989.141,0.0,winter,vacation,0,8.63
2025-01-09 01:00:00,923.235,0.0,85.0,923.235,0.0,winter,vacation,0,12.681
2025-01-09 02:00:00,1002.852,0.0,85.0,1002.852,0.0,winter,vacation,0,8.764
2025-01-09 03:00:00,1174.233,0.0,85.0,1174.233,0.0,winter,vacation,0,7.079
2025-01-09 04:00:00,1173.948,0.0,85.0,1173.948,0.0,winter,vacation,0,6.837
2025-01-09 05:00:00,1195.849,0.0,85.0,1195.849,0.0,winter,vacation,0,4.462
2025-01-09 06:00:00,1209.662,0.0,85.0,1209.662,0.0,winter,vacation,0,4.83
2025-01-09 07:00:00,1403.514,0.0,85.0,1403.514,0.0,winter,vacation,0,4.884
2025-01-09 08:00:00,1656.413,0.0,150.0,1656.413,0.0,winter,vacation,0,1.242
2025-01-09 09:00:00,1713.988,0.0,150.0,1713.988,0.0,winter,vacation,0,4.136
2025-01-09 10:00:00,1881.105,0.0,210.0,1881.105,0.0,winter,vacation,0,3.959
2025-01-09 11:00:00,1734.648,0.0,210.0,1734.648,0.0,winter,vacation,0,9.284
2025-01-09 12:00:00,2083.723,0.0,210.0,2083.723,0.0,winter,vacation,0,3.689
2025-01-09 13:00:00,2038.071,0.0,150.0,2038.071,0.0,winter,vacation,0,2.73
2025-01-09 14:00:00,1399.085,0.0,150.0,1399.085,0.0,winter,vacation,0,12.874
2025-01-09 15:00:00,1580.385,0.0,150.0,1580.385,0.0,winter,vacation,0,9.362
2025-01-09 16:00:00,1431.147,0.0,150.0,1431.147,0.0,winter,vacation,0,10.906
2025-01-09 17:00:00,1216.266,0.0,210.0,1216.266,0.0,winter,vacation,0,11.377
2025-01-09 18:00:00,1176.105,0.0,210.0,1176.105,0.0,winter,vacation,0,14.601
2025-01-09 19:00:00,1113.118,0.0,210.0,1113.118,0.0,winter,vacation,0,14.345
2025-01-09 20:00:00,1136.526,0.0,210.0,1136.526,0.0,winter,vacation,0,12.216
2025-01-09 21:00:00,1233.018,0.0,150.0,1233.018,0.0,winter,vacation,0,7.581
2025-01-09 22:00:00,1202.217,0.0,150.0,1202.217,0.0,winter,vacation,0,9.043
2025-01-09 23:00:00,951.966,0.0,85.0,951.966,0.0,winter,vacation,0,12.535
2025-01-10 00:00:00,1084.66,0.0,85.0,1084.66,0.0,winter,vacation,0,10.265
2025-01-10 01:00:00,1022.314,0.0,85.0,1022.314,0.0,winter,vacation,0,9.56
2025-01-10 02:00:00,1133.157,0.0,85.0,1133.157,0.0,winter,vacation,0,6.958
2025-01-10 03:00:00,1003.923,0.0,85.0,1003.923,0.0,winter,vacation,0,9.914
2025-01-10 04:00:00,1275.569,0.0,85.0,1275.569,0.0,winter,vacation,0,4.044
2025-01-10 05:00:00,1135.155,0.0,85.0,1135.155,0.0,winter,vacation,0,6.126
2025-01-10 06:00:00,1166.654,0.0,85.0,1166.654,0.0,winter,vacation,0,6.298
2025-01-10 07:00:00,1305.59,0.0,85.0,1305.59,0.0,winter,vacation,0,5.524
2025-01-10 08:00:00,1508.404,0.0,150.0,1508.404,0.0,winter,vacation,0,4.132
2025-01-10 09:00:00,1814.953,0.0,150.0,1814.953,0.0,winter,vacation,0,4.784
2025-01-10 10:00:00,1810.114,0.0,210.0,1810.114,0.0,winter,vacation,0,7.176
2025-01-10 11:00:00,1821.015,0.0,210.0,1821.015,0.0,winter,vacation,0,8.923
2025-01-10 12:00:00,1987.792,0.0,210.0,1987.792,0.0,winter,vacation,0,6.112
2025-01-10 13:00:00,1606.023,0.0,150.0,1606.023,0.0,winter,vacation,0,9.24
2025-01-10 14:00:00,1992.645,0.0,150.0,1992.645,0.0,winter,vacation,0,4.133
2025-01-10 15:00:00,1510.0,0.0,150.0,1510.0,0.0,winter,vacation,0,10.475
2025-01-10 16:00:00,1214.129,0.0,150.0,1214.129,0.0,winter,vacation,0,13.171
2025-01-10 17:00:00,1288.767,0.0,210.0,1288.767,0.0,winter,vacation,0,12.931
2025-01-10 18:00:00,1244.81,0.0,210.0,1244.81,0.0,winter,vacation,0,11.561
2025-01-10 19:00:00,1204.488,0.0,210.0,1204.488,0.0,winter,vacation,0,12.902
2025-01-10 20:00:00,1153.8,0.0,210.0,1153.8,0.0,winter,vacation,0,11.104
2025-01-10 21:00:00,974.654,0.0,150.0,974.654,0.0,winter,vacation,0,12.72
2025-01-10 22:00:00,978.241,0.0,150.0,978.241,0.0,winter,vacation,0,14.123
2025-01-10 23:00:00,1024.746,0.0,85.0,1024.746,0.0,winter,vacation,0,11.846
2025-01-11 00:00:00,859.968,0.0,85.0,859.968,0.0,winter,vacation,1,12.225
2025-01-11 01:00:00,979.963,0.0,85.0,979.963,0.0,winter,vacation,1,7.38
2025-01-11 02:00:00,976.817,0.0,85.0,976.817,0.0,winter,vacation,1,8.583
2025-01-11 03:00:00,1054.457,0.0,85.0,1054.457,0.0,winter,vacation,1,5.994
2025-01-11 04:00:00,1068.12,0.0,85.0,1068.12,0.0,winter,vacation,1,4.844
2025-01-11 05:00:00,1196.428,0.0,85.0,1196.428,0.0,winter,vacation,1,5.92
2025-01-11 06:00:00,1131.0,0.0,85.0,1131.0,0.0,winter,vacation,1,3.23
2025-01-11 07:00:00,1230.776,0.0,85.0,1230.776,0.0,winter,vacation,1,5.242
2025-01-11 08:00:00,1205.01,0.0,150.0,1205.01,0.0,winter,vacation,1,6.816
2025-01-11 09:00:00,1383.976,0.0,150.0,1383.976,0.0,winter,vacation,1,5.804
2025-01-11 10:00:00,1552.901,0.0,210.0,1552.901,0.0,winter,vacation,1,4.765
2025-01-11 11:00:00,1490.347,0.0,210.0,1490.347,0.0,winter,vacation,1,4.699
2025-01-11 12:00:00,1506.375,0.0,210.0,1506.375,0.0,winter,vacation,1,7.956
2025-01-11 13:00:00,1460.362,0.0,150.0,1460.362,0.0,winter,vacation,1,8.755
2025-01-11 14:00:00,1553.559,0.0,150.0,1553.559,0.0,winter,vacation,1,4.916
2025-01-11 15:00:00,1430.984,0.0,150.0,1430.984,0.0,winter,vacation,1,5.045
2025-01-11 16:00:00,1244.454,0.0,150.0,1244.454,0.0,winter,vacation,1,10.033
2025-01-11 17:00:00,1098.735,0.0,210.0,1098.735,0.0,winter,vacation,1,10.412
2025-01-11 18:00:00,966.058,0.0,210.0,966.058,0.0,winter,vacation,1,12.107
2025-01-11 19:00:00,943.97,0.0,210.0,943.97,0.0,winter,vacation,1,13.015
2025-01-11 20:00:00,974.361,0.0,210.0,974.361,0.0,winter,vacation,1,11.38
2025-01-11 21:00:00,913.618,0.0,150.0,913.618,0.0,winter,vacation,1,13.748
2025-01-11 22:00:00,937.999,0.0,150.0,937.999,0.0,winter,vacation,1,12.884
2025-01-11 23:00:00,881.113,0.0,85.0,881.113,0.0,winter,vacation,1,11.601
2025-01-12 00:00:00,1168.206,0.0,85.0,1168.206,0.0,winter,vacation,1,4.837
2025-01-12 01:00:00,1038.144,0.0,85.0,1038.144,0.0,winter,vacation,1,8.91
2025-01-12 02:00:00,865.257,0.0,85.0,865.257,0.0,winter,vacation,1,9.225
2025-01-12 03:00:00,974.371,0.0,85.0,974.371,0.0,winter,vacation,1,6.227
2025-01-12 04:00:00,1110.968,0.0,85.0,1110.968,0.0,winter,vacation,1,5.649
2025-01-12 05:00:00,1146.612,0.0,85.0,1146.612,0.0,winter,vacation,1,6.783
2025-01-12 06:00:00,1145.337,0.0,85.0,1145.337,0.0,winter,vacation,1,5.202
2025-01-12 07:00:00,1115.721,0.0,85.0,1115.721,0.0,winter,vacation,1,8.506
2025-01-12 08:00:00,1258.501,0.0,150.0,1258.501,0.0,winter,vacation,1,4.074
2025-01-12 09:00:00,1517.651,0.0,150.0,1517.651,0.0,winter,vacation,1,3.749
2025-01-12 10:00:00,1558.608,0.0,210.0,1558.608,0.0,winter,vacation,1,4.81
2025-01-12 11:00:00,1597.038,0.0,210.0,1597.038,0.0,winter,vacation,1,4.288
2025-01-12 12:00:00,1538.726,0.0,210.0,1538.726,0.0,winter,vacation,1,7.132
2025-01-12 13:00:00,1390.27,0.0,150.0,1390.27,0.0,winter,vacation,1,7.898
2025-01-12 14:00:00,1338.194,0.0,150.0,1338.194,0.0,winter,vacation,1,10.226
2025-01-12 15:00:00,1109.481,0.0,150.0,1109.481,0.0,winter,vacation,1,11.568
2025-01-12 16:00:00,1071.655,0.0,150.0,1071.655,0.0,winter,vacation,1,12.937
2025-01-12 17:00:00,1206.624,0.0,210.0,1206.624,0.0,winter,vacation,1,9.122
2025-01-12 18:00:00,932.209,0.0,210.0,932.209,0.0,winter,vacation,1,19.704
2025-01-12 19:00:00,971.977,0.0,210.0,971.977,0.0,winter,vacation,1,12.726
2025-01-12 20:00:00,914.319,0.0,210.0,914.319,0.0,winter,vacation,1,12.95
2025-01-12 21:00:00,923.461,0.0,150.0,923.461,0.0,winter,vacation,1,13.963
2025-01-12 22:00:00,945.515,0.0,150.0,945.515,0.0,winter,vacation,1,9.256
2025-01-12 23:00:00,839.78,0.0,85.0,839.78,0.0,winter,vacation,1,12.863
2025-01-13 00:00:00,1056.881,0.0,85.0,1056.881,0.0,winter,vacation,0,7.039
2025-01-13 01:00:00,1014.788,0.0,85.0,1014.788,0.0,winter,vacation,0,9.872
2025-01-13 02:00:00,1092.828,0.0,85.0,1092.828,0.0,winter,vacation,0,7.318
